"u","Points:0","Points:1","Points:2"
0.53257,0.2273,0.55273,-0.2186
0.54118,-0.019117,0.56,0.30165
0.5508,-0.18096,0.56727,-0.22453
0.54965,0.27049,0.57455,0.04111
0.54681,-0.21408,0.58182,0.14359
0.54362,0.05683,0.58909,-0.23388
0.53592,0.1071,0.59636,0.19452
0.52856,-0.19084,0.60364,-0.064497
0.52541,0.163,0.61091,-0.07196
0.48404,-0.060678,0.61818,0.1383
0.51756,-0.037818,0.62546,-0.11106
0.50024,0.059585,0.63273,0.032627
0.28841,-0.040845,-0.66321,-0.054087
0.34493,0.11515,-0.6563,0.021235
0.30647,-0.12779,-0.6494,0.07999
0.31833,0.04744,-0.64249,-0.17148
0.32699,0.091433,-0.63558,0.17923
0.35616,-0.20783,-0.62867,-0.077622
0.40153,0.223,-0.62176,-0.090153
0.34538,-0.11092,-0.61485,0.23259
0.33293,-0.079973,-0.60795,-0.26163
0.33348,0.2485,-0.60104,0.14644
0.34545,-0.29583,-0.59413,0.062779
0.34515,0.1834,-0.58722,-0.25687
0.33527,0.039796,-0.58031,0.32573
0.31725,-0.25844,-0.5734,-0.22105
0.31374,0.35126,-0.56649,-0.01196
0.3098,-0.25871,-0.55958,0.25372
0.31544,0.019937,-0.55268,-0.37228
0.31708,0.24315,-0.54577,0.29573
0.30892,-0.38862,-0.53886,-0.055178
0.32063,0.33152,-0.53195,-0.22709
0.33115,-0.093088,-0.52504,0.40014
0.3217,-0.20591,-0.51814,-0.36549
0.31442,0.40669,-0.51123,0.13302
0.29115,-0.39713,-0.50432,0.17998
0.31815,0.17435,-0.49741,-0.40821
0.31441,0.14971,-0.4905,0.42596
0.29936,-0.40464,-0.48359,-0.21645
0.3022,0.45153,-0.47668,-0.11551
0.31048,-0.25873,-0.46977,0.396
0.30344,-0.077814,-0.46287,-0.47344
0.30198,0.38234,-0.45596,0.3006
0.29566,-0.49135,-0.44905,0.037101
0.30141,0.34149,-0.44214,-0.36378
0.31035,-0.006146,-0.43523,0.50495
0.30884,-0.34047,-0.42832,-0.38087
0.32144,0.51401,-0.42142,0.051422
0.32554,-0.4182,-0.41451,0.31262
0.33143,0.098205,-0.4076,-0.51833
0.33052,0.28048,-0.40069,0.45301
0.33062,-0.51776,-0.39378,-0.14596
0.33025,0.48483,-0.38687,-0.24436
0.3362,-0.19416,-0.37997,0.51222
0.33229,-0.20458,-0.37306,-0.51324
0.32768,0.50169,-0.36615,0.24226
0.32846,-0.53786,-0.35924,0.16154
0.32533,0.28971,-0.35233,-0.48618
0.32633,0.11565,-0.34542,0.55835
0.32829,-0.46578,-0.33852,-0.33601
0.32825,0.57441,-0.33161,-0.067337
0.33607,-0.38062,-0.3247,0.44062
0.33578,-0.017086,-0.31779,-0.5858
0.33485,0.41087,-0.31088,0.42306
0.33136,-0.59232,-0.30397,-0.034619
0.33103,0.46285,-0.29706,-0.37678
0.33626,-0.087271,-0.29015,0.59383
0.33507,-0.33863,-0.28325,-0.49955
0.32637,0.59024,-0.27634,0.14035
0.32947,-0.53274,-0.26943,0.29672
0.32329,0.19334,-0.26252,-0.5815
0.32268,0.25142,-0.25561,0.56204
0.32281,-0.56764,-0.2487,-0.24572
0.32301,0.58712,-0.2418,-0.20314
0.32957,-0.29697,-0.23489,0.54871
0.32821,-0.1523,-0.22798,-0.60768
0.32482,0.52484,-0.22107,0.34657
0.31738,-0.62347,-0.21416,0.099351
0.3157,0.39404,-0.20725,-0.49621
0.31426,0.044782,-0.20034,0.63427
0.31156,-0.46301,-0.19344,-0.43891
0.30855,0.63995,-0.18653,0.010912
0.30851,-0.48073,-0.17962,0.42554
0.302,0.067222,-0.17271,-0.64039
0.30387,0.38409,-0.1658,0.51907
0.30654,-0.63554,-0.1589,-0.12363
0.308,0.55355,-0.15199,-0.33901
0.31268,-0.17961,-0.14508,0.62541
0.31206,-0.29069,-0.13817,-0.58383
0.31736,0.61004,-0.13126,0.23465
0.31222,-0.60959,-0.12435,0.23955
0.30486,0.28824,-0.11744,-0.58955
0.29679,0.18604,-0.11054,0.63057
0.29545,-0.56408,-0.10363,-0.33988
0.29906,0.64655,-0.096718,-0.13063
0.31621,-0.38908,-0.08981,0.53385
0.30669,-0.073812,-0.082902,-0.65736
0.31001,0.49909,-0.075993,0.4354
0.30851,-0.66288,-0.069085,0.016098
0.31049,0.47841,-0.062176,-0.46011
0.31204,-0.041999,-0.055268,0.66304
0.30785,-0.41725,-0.048359,-0.5177
0.31532,0.65783,-0.041451,0.099956
0.32831,-0.55291,-0.034542,0.37087
0.3368,0.15725,-0.027634,-0.64727
0.33052,0.32139,-0.020725,0.58372
0.33319,-0.63145,-0.013817,-0.21338
0.32428,0.60984,-0.006908,-0.26924
0.31194,-0.26782,-0,0.6105
0.31034,-0.21489,0.006908,-0.63104
0.30037,0.58463,0.013817,0.3201
0.29851,-0.64714,0.020725,0.15883
0.29878,0.36975,0.027634,-0.55405
0.29661,0.10156,0.034542,0.65798
0.29002,-0.51904,0.041451,-0.41632
0.29229,0.66348,0.048359,-0.043593
0.27689,-0.45941,0.055268,0.47993
0.29299,0.014554,0.062176,-0.6636
0.29282,0.43707,0.069085,0.49864
0.29274,-0.65836,0.075993,-0.072357
0.28457,0.53366,0.082902,-0.39087
0.26523,-0.1293,0.08981,0.64781
0.26702,-0.34174,0.096718,-0.56418
0.27198,0.63208,0.10363,0.18487
0.25068,-0.58995,0.11054,0.29015
0.24788,0.23858,0.11744,-0.61134
0.26302,0.23657,0.12435,0.61075
0.26756,-0.58579,0.13126,-0.28995
0.27514,0.62643,0.13817,-0.1815
0.266,-0.33853,0.14508,0.55569
0.2783,-0.12544,0.15199,-0.63687
0.26036,0.52137,0.1589,0.38389
0.25749,-0.64203,0.1658,0.068921
0.25852,0.42566,0.17271,-0.48314
0.26373,0.012455,0.17962,0.64189
0.24909,-0.44142,0.18653,-0.46347
0.2513,0.63651,0.19344,0.043436
0.27527,-0.49701,0.20034,0.39659
0.2754,0.098242,0.20725,-0.62597
0.28106,0.34912,0.21416,0.52601
0.27953,-0.61044,0.22107,-0.15146
0.28296,0.55026,0.22798,-0.29948
0.29813,-0.20262,0.23489,0.5901
0.2947,-0.24815,0.2418,-0.56956
0.28696,0.56521,0.2487,0.25125
0.28639,-0.58381,0.25561,0.19564
0.29209,0.29692,0.26252,-0.53606
0.29456,0.14246,0.26943,0.59292
0.28915,-0.50299,0.27634,-0.33924
0.29716,0.59688,0.28325,-0.089153
0.26511,-0.37783,0.29015,0.46637
0.29612,-0.036223,0.29706,-0.59572
0.30155,0.42661,0.30397,0.41237
0.30455,-0.58953,0.31088,-0.015807
0.30636,0.44259,0.31779,-0.38415
0.31509,-0.066432,0.3247,0.57845
0.31926,-0.33946,0.33161,-0.46824
0.31115,0.56266,0.33852,0.11516
0.30639,-0.48914,0.34542,0.29304
0.31408,0.16152,0.35233,-0.54242
0.29513,0.24539,0.35924,0.50515
0.2935,-0.518,0.36615,-0.20507
0.29736,0.51618,0.37306,-0.19705
0.29337,-0.24539,0.37997,0.48975
0.29358,-0.14855,0.38687,-0.52221
0.29628,0.45803,0.39378,0.28211
0.30651,-0.52327,0.40069,0.10042
0.31364,0.31487,0.4076,-0.42328
0.30876,0.053197,0.41451,0.51942
0.30401,-0.38594,0.42142,-0.34337
0.30323,0.51081,0.42832,-0.007419
0.29478,-0.36737,0.43523,0.34649
0.30863,0.036399,0.44214,-0.49762
0.30891,0.30545,0.44905,0.38665
0.31869,-0.48011,0.45596,-0.077751
0.32252,0.40104,0.46287,-0.26337
0.32265,-0.11615,0.46977,0.45854
0.32223,-0.2208,0.47668,-0.41045
0.31966,0.43329,0.48359,0.15114
0.31951,-0.4148,0.4905,0.17832
0.32908,0.18228,0.49741,-0.40473
0.32391,0.13652,0.50432,0.41409
0.32847,-0.37329,0.51123,-0.20915
0.33412,0.40837,0.51814,-0.096016
0.33295,-0.23137,0.52504,0.33947
0.32206,-0.057422,0.53195,-0.39771
0.32306,0.30378,0.53886,0.24858
0.32172,-0.38226,0.54577,0.021373
0.3183,0.26042,0.55268,-0.26679
0.32803,-0.01148,0.55958,0.36218
0.34085,-0.22908,0.56649,-0.26655
0.33934,0.33766,0.5734,0.040449
0.33316,-0.26662,0.58031,0.19131
0.33074,0.064794,0.58722,-0.3089
0.33489,0.15415,0.59413,0.26018
0.34117,-0.27604,0.60104,-0.083668
0.32634,0.24666,0.60795,-0.11834
0.3336,-0.096018,0.61485,0.23912
0.34626,-0.084688,0.62176,-0.22513
0.32367,0.19786,0.62867,0.10035
0.3242,-0.1938,0.63558,0.054106
0.30174,0.094041,0.64249,-0.15103
0.29578,0.027691,0.6494,0.1482
0.31462,-0.093604,0.6563,-0.070341
0.29178,0.067457,0.66321,-0.006576
0.048968,-0.03021,-0.69367,-0.06067
0.12677,0.10931,-0.68706,0.04204
0.064468,-0.14038,-0.68045,0.055169
0.07834,0.078192,-0.67385,-0.15994
0.11851,0.056993,-0.66724,0.19315
0.13755,-0.19024,-0.66063,-0.11462
0.1741,0.23609,-0.65403,-0.047707
0.10953,-0.15201,-0.64742,0.20858
0.095832,-0.030592,-0.64082,-0.27237
0.10788,0.21781,-0.63421,0.19001
0.098791,-0.30303,-0.6276,0.007369
0.10279,0.22806,-0.621,-0.21936
0.087984,-0.020792,-0.61439,0.32842
0.06861,-0.21407,-0.60778,-0.26559
0.065311,0.34864,-0.60118,0.052963
0.061131,-0.30201,-0.59457,0.20259
0.082902,0.088343,-0.58797,-0.36367
0.082588,0.18543,-0.58136,0.33676
0.067038,-0.3735,-0.57475,-0.1262
0.060757,0.36931,-0.56815,-0.16306
0.085711,-0.16584,-0.56154,0.37807
0.079165,-0.13595,-0.55493,-0.39917
0.074781,0.37738,-0.54833,0.20661
0.063811,-0.42588,-0.54172,0.10454
0.078316,0.24788,-0.53511,-0.37145
0.058918,0.069327,-0.52851,0.44904
0.061814,-0.36035,-0.5219,-0.28902
0.062336,0.46828,-0.5153,-0.030783
0.056415,-0.32945,-0.50869,0.34419
0.050288,0.010584,-0.50208,-0.48329
0.059813,0.32311,-0.49548,0.3686
0.053896,-0.49379,-0.48887,-0.054254
0.046188,0.40593,-0.48226,-0.29734
0.055827,-0.099695,-0.47566,0.49958
0.051978,-0.2671,-0.46905,-0.44092
0.050354,0.50049,-0.46244,0.14636
0.083301,-0.4731,-0.45584,0.2327
0.076977,0.19371,-0.44923,-0.49642
0.079701,0.19448,-0.44262,0.50203
0.082107,-0.48732,-0.43602,-0.24119
0.080352,0.52728,-0.42941,-0.15279
0.087253,-0.28825,-0.42281,0.4732
0.092475,-0.10806,-0.4162,-0.54851
0.088827,0.45411,-0.40959,0.33435
0.086486,-0.5654,-0.40299,0.060713
0.088641,0.37896,-0.39638,-0.43016
0.081897,0.011228,-0.38978,0.57768
0.081975,-0.40153,-0.38317,-0.42157
0.085757,0.58513,-0.37656,0.039911
0.092648,-0.46169,-0.36996,0.36843
0.092909,0.092197,-0.36335,-0.58758
0.094938,0.33112,-0.35674,0.49886
0.092946,-0.58491,-0.35014,-0.14511
0.092628,0.53264,-0.34353,-0.28991
0.09818,-0.19812,-0.33692,0.57706
0.094847,-0.24515,-0.33032,-0.56264
0.088825,0.56403,-0.32371,0.2507
0.090877,-0.58848,-0.3171,0.19722
0.077339,0.30232,-0.3105,-0.54586
0.083403,0.14656,-0.30389,0.60987
0.082313,-0.52264,-0.29729,-0.35247
0.079283,0.62651,-0.29068,-0.093598
0.087286,-0.40062,-0.28407,0.49454
0.085297,-0.038825,-0.27747,-0.63818
0.085116,0.46174,-0.27086,0.44631
0.083057,-0.6447,-0.26425,-0.017266
0.081982,0.48906,-0.25765,-0.42451
0.090964,-0.074163,-0.25104,0.64595
0.092052,-0.38312,-0.24443,-0.52843
0.07602,0.64184,-0.23783,0.13134
0.078092,-0.56402,-0.23122,0.33792
0.07131,0.18828,-0.22462,-0.63235
0.073697,0.28928,-0.21801,0.59544
0.075702,-0.61751,-0.2114,-0.24444
0.075967,0.62239,-0.2048,-0.23762
0.078695,-0.29931,-0.19819,0.59741
0.07623,-0.18337,-0.19158,-0.64455
0.074678,0.57217,-0.18498,0.35238
0.082806,-0.66168,-0.17837,0.127
0.081175,0.40314,-0.17176,-0.54198
0.076896,0.069009,-0.16516,0.67359
0.069465,-0.50707,-0.15855,-0.45112
0.073793,0.68013,-0.15195,-0.0099
0.072523,-0.49587,-0.14534,0.46771
0.062925,0.049804,-0.13873,-0.6812
0.053229,0.42423,-0.13213,0.53697
0.062179,-0.67676,-0.12552,-0.10958
0.06406,0.57402,-0.11891,-0.37699
0.066226,-0.16888,-0.11231,0.66681
0.067116,-0.32639,-0.1057,-0.60668
0.073999,0.6514,-0.099095,0.2272
0.070204,-0.63464,-0.092489,0.27285
0.064026,0.28401,-0.085883,-0.63066
0.044653,0.21683,-0.079276,0.65762
0.048118,-0.60473,-0.07267,-0.3388
0.048098,0.67541,-0.066063,-0.15883
0.07997,-0.39108,-0.059457,0.57384
0.075486,-0.099332,-0.052851,-0.68783
0.074215,0.53823,-0.046244,0.44038
0.06789,-0.69476,-0.039638,0.038867
0.067195,0.48628,-0.033032,-0.49821
0.057269,-0.022042,-0.026425,0.69612
0.05245,-0.45411,-0.019819,-0.52835
0.059021,0.6919,-0.013213,0.082861
0.066939,-0.56623,-0.006606,0.40633
0.068816,0.14306,0,-0.68213
0.075901,0.35527,0.006606,0.59959
0.081823,-0.66689,0.013213,-0.20211
0.08006,0.62813,0.019819,-0.30138
0.072256,-0.2595,0.026425,0.64632
0.068527,-0.24514,0.033032,-0.6516
0.050534,0.6206,0.039638,0.31473
0.053191,-0.66981,0.046244,0.18703
0.055123,0.36731,0.052851,-0.58996
0.050416,0.12757,0.059457,0.68261
0.048342,-0.55468,0.066063,-0.41681
0.046479,0.6899,0.07267,-0.06728
0.032426,-0.46278,0.079276,0.51509
0.049085,-0.006693,0.085883,-0.69163
0.047484,0.47154,0.092489,0.50484
0.043403,-0.6878,0.099095,-0.053661
0.032063,0.54264,0.1057,-0.42443
0.020414,-0.11325,0.11231,0.67847
0.023457,-0.37419,0.11891,-0.57586
0.027046,0.66376,0.12552,0.17156
0.026267,-0.60423,0.13213,0.32127
0.019957,0.22808,0.13873,-0.64381
0.012491,0.26617,0.14534,0.62753
0.020702,-0.61885,0.15195,-0.28233
0.034548,0.64559,0.15855,-0.20938
0.020467,-0.33383,0.16516,0.58911
0.038253,-0.15141,0.17176,-0.65828
0.023761,0.5549,0.17837,0.38215
0.024995,-0.66554,0.18498,0.0928
0.026389,0.42688,0.19158,-0.51656
0.030947,0.034067,0.19819,0.66733
0.015426,-0.47447,0.2048,-0.46765
0.031413,0.66369,0.2114,0.024256
0.052416,-0.50414,0.21801,0.42904
0.045226,0.081649,0.22462,-0.65471
0.051148,0.38072,0.23122,0.53605
0.046464,-0.64052,0.23783,-0.1376
0.047818,0.56315,0.24443,-0.32998
0.065141,-0.19161,0.25104,0.62131
0.061486,-0.27729,0.25765,-0.58523
0.056544,0.59731,0.26425,0.24321
0.058825,-0.60215,0.27086,0.22319
0.073327,0.29196,0.27747,-0.5688
0.068928,0.16817,0.28407,0.61383
0.063079,-0.53611,0.29068,-0.33743
0.059703,0.62022,0.29729,-0.11278
0.028711,-0.37924,0.30389,0.49959
0.064843,-0.057534,0.3105,-0.62133
0.06436,0.45966,0.3171,0.41704
0.066821,-0.61723,0.32371,0.002962
0.068401,0.45055,0.33032,-0.41673
0.077458,-0.050423,0.33692,0.60804
0.080405,-0.37128,0.34353,-0.47949
0.064819,0.59392,0.35014,0.10212
0.062906,-0.50365,0.35674,0.32379
0.074362,0.15165,0.36335,-0.57511
0.064704,0.27476,0.36996,0.52288
0.068423,-0.55186,0.37656,-0.19854
0.064819,0.53708,0.38317,-0.22472
0.058443,-0.24238,0.38978,0.52449
0.058046,-0.1742,0.39638,-0.54617
0.066384,0.49337,0.40299,0.28276
0.07433,-0.55018,0.40959,0.12372
0.079845,0.31933,0.4162,-0.45888
0.075195,0.073841,0.42281,0.54914
0.071845,-0.42147,0.42941,-0.35177
0.070362,0.54316,0.43602,-0.025073
0.062633,-0.37979,0.44262,0.38159
0.072346,0.02206,0.44923,-0.53242
0.069444,0.33974,0.45584,0.40318
0.081745,-0.51712,0.46244,-0.067053
0.084415,0.42175,0.46905,-0.29646
0.085315,-0.10942,0.47566,0.49754
0.08719,-0.25226,0.48226,-0.43538
0.085823,0.47398,0.48887,0.14871
0.085145,-0.44398,0.49548,0.20772
0.090195,0.18448,0.50208,-0.44682
0.081929,0.1634,0.50869,0.44755
0.08164,-0.41646,0.5153,-0.21633
0.097166,0.44611,0.5219,-0.11988
0.095907,-0.2439,0.52851,0.38335
0.092593,-0.077748,0.53511,-0.43974
0.09055,0.34799,0.54172,0.26684
0.090066,-0.42859,0.54833,0.03758
0.08815,0.28487,0.55493,-0.31091
0.086556,-3.3e-05,0.56154,0.41284
0.096719,-0.27267,0.56815,-0.2977
0.10467,0.39273,0.57475,0.034498
0.095866,-0.30511,0.58136,0.23388
0.10276,0.065217,0.58797,-0.36852
0.10414,0.19516,0.59457,0.30686
0.090304,-0.34054,0.60118,-0.091573
0.088916,0.30274,0.60778,-0.1572
0.10417,-0.11291,0.61439,0.3091
0.112,-0.12071,0.621,-0.2925
0.10587,0.27454,0.6276,0.1285
0.10121,-0.2758,0.63421,0.086484
0.10143,0.13745,0.64082,-0.23713
0.082864,0.055397,0.64742,0.25208
0.077077,-0.19703,0.65403,-0.13854
0.07947,0.22026,0.66063,-0.028525
0.069235,-0.12979,0.66724,0.15398
0.07013,-0.007342,0.67385,-0.17788
0.016262,0.10638,0.68045,0.10692
0.089892,-0.11699,0.68706,-0.005419
0.038838,0.05204,0.69367,-0.04342
-0.20089,-0.01858,-0.7241,-0.0653
-0.10598,0.09991,-0.71775,0.061526
-0.18797,-0.14843,-0.71139,0.028495
-0.17268,0.10649,-0.70504,-0.14318
-0.10651,0.020582,-0.69869,0.20083
-0.095401,-0.16639,-0.69234,-0.14802
-0.078066,0.24153,-0.68599,-0.003523
-0.13972,-0.18832,-0.67963,0.17764
-0.15841,0.020042,-0.67328,-0.27425
-0.12701,0.17982,-0.66693,0.22758
-0.16206,-0.30033,-0.66058,-0.048617
-0.14706,0.26552,-0.65423,-0.17439
-0.17591,-0.081117,-0.64788,0.32032
-0.18985,-0.16232,-0.64152,-0.3017
-0.19329,0.33448,-0.63517,0.11665
-0.20074,-0.33568,-0.62882,0.14433
-0.1705,0.15443,-0.62247,-0.34294
-0.17346,0.12102,-0.61612,0.36699
-0.18652,-0.34581,-0.60977,-0.19372
-0.19216,0.39519,-0.60341,-0.092945
-0.17254,-0.23385,-0.59706,0.34316
-0.18037,-0.060652,-0.59071,-0.41989
-0.18295,0.33509,-0.58436,0.27416
-0.19125,-0.44071,-0.57801,0.024669
-0.18187,0.31403,-0.57165,-0.32175
-0.18085,-0.014466,-0.5653,0.45733
-0.18708,-0.3033,-0.55895,-0.35286
-0.18973,0.46947,-0.5526,0.056207
-0.1934,-0.39009,-0.54625,0.27994
-0.1842,0.1,-0.5399,-0.4769
-0.18977,0.25195,-0.53355,0.42518
-0.22333,-0.47946,-0.52719,-0.14529
-0.22687,0.45763,-0.52084,-0.21959
-0.2174,-0.19151,-0.51449,0.47702
-0.20564,-0.18322,-0.50814,-0.48698
-0.20844,0.46952,-0.50179,0.23809
-0.22445,-0.5128,-0.49543,0.1432
-0.2195,0.28448,-0.48908,-0.45694
-0.19385,0.099944,-0.48273,0.5347
-0.20736,-0.43934,-0.47638,-0.33011
-0.19563,0.55235,-0.47003,-0.053884
-0.17627,-0.37444,-0.46368,0.4168
-0.15948,-0.00549,-0.45732,-0.56546
-0.17221,0.38948,-0.45097,0.41696
-0.177,-0.57379,-0.44462,-0.044748
-0.16904,0.45714,-0.43827,-0.35758
-0.16181,-0.09632,-0.43192,0.57714
-0.17208,-0.32136,-0.42557,-0.49452
-0.17435,0.57539,-0.41921,0.1487
-0.16272,-0.52863,-0.41286,0.2811
-0.17188,0.20136,-0.40651,-0.56844
-0.16573,0.23715,-0.40016,0.55907
-0.16538,-0.55628,-0.39381,-0.25376
-0.16855,0.58544,-0.38745,-0.18989
-0.16521,-0.30537,-0.3811,0.53892
-0.16012,-0.13974,-0.37475,-0.60742
-0.16426,0.51645,-0.3684,0.35565
-0.16425,-0.6247,-0.36205,0.087127
-0.16275,0.40408,-0.3557,-0.489
-0.18795,0.032542,-0.34934,0.63704
-0.18049,-0.45676,-0.34299,-0.45017
-0.17478,0.64424,-0.33664,0.023525
-0.16581,-0.49343,-0.33029,0.41995
-0.1652,0.080559,-0.32394,-0.64614
-0.16438,0.37887,-0.31759,0.53341
-0.16976,-0.64266,-0.31124,-0.13803
-0.16914,0.56968,-0.30488,-0.33383
-0.16239,-0.19542,-0.29853,0.63373
-0.16053,-0.28519,-0.29218,-0.60185
-0.17319,0.61938,-0.28583,0.25218
-0.17426,-0.62957,-0.27948,0.23337
-0.16884,0.30778,-0.27312,-0.59967
-0.169,0.1788,-0.26677,0.65253
-0.16749,-0.5747,-0.26042,-0.36169
-0.16736,0.67045,-0.25407,-0.12194
-0.17875,-0.41342,-0.24772,0.54466
-0.1866,-0.063279,-0.24137,-0.68313
-0.18597,0.50974,-0.23501,0.46245
-0.18623,-0.69038,-0.22866,0.003335
-0.18829,0.50833,-0.22231,-0.47021
-0.17682,-0.057372,-0.21596,0.69209
-0.17646,-0.42639,-0.20961,-0.55062
-0.18093,0.6882,-0.20325,0.11831
-0.17929,-0.5889,-0.1969,0.37862
-0.1957,0.17893,-0.19055,-0.67867
-0.1947,0.32729,-0.1842,0.6228
-0.18975,-0.66356,-0.17785,-0.23871
-0.18896,0.65198,-0.1715,-0.27282
-0.18116,-0.2971,-0.16514,0.64295
-0.1816,-0.21568,-0.15879,-0.67616
-0.18075,0.61698,-0.15244,0.35358
-0.17574,-0.69508,-0.14609,0.15634
-0.17531,0.40766,-0.13974,-0.58584
-0.17902,0.095301,-0.13339,0.70856
-0.19788,-0.54978,-0.12704,-0.45883
-0.18662,0.71643,-0.12068,-0.033094
-0.20133,-0.50665,-0.11433,0.50908
-0.21816,0.029751,-0.10798,-0.7186
-0.22076,0.46406,-0.10163,0.55067
-0.20338,-0.71502,-0.095276,-0.092691
-0.2037,0.59051,-0.088924,-0.41511
-0.19512,-0.15518,-0.082572,0.70571
-0.19427,-0.36262,-0.076221,-0.6258
-0.18751,0.69072,-0.069869,0.21669
-0.15882,-0.65621,-0.063517,0.30704
-0.16578,0.27667,-0.057166,-0.67016
-0.20306,0.24884,-0.050814,0.68148
-0.19932,-0.64419,-0.044462,-0.33461
-0.20834,0.70138,-0.03811,-0.18851
-0.15516,-0.39,-0.031759,0.61304
-0.15384,-0.12657,-0.025407,-0.71572
-0.16249,0.57695,-0.019055,0.44238
-0.16602,-0.72438,-0.012703,0.063538
-0.16468,0.49127,-0.006352,-0.53622
-0.17732,-3.5e-05,-0,0.72727
-0.18191,-0.49122,0.006352,-0.53627
-0.1816,0.72437,0.012703,0.063607
-0.18449,-0.57699,0.019055,0.44232
-0.18596,0.12664,0.025407,-0.71571
-0.17709,0.38995,0.031759,0.61307
-0.1704,-0.70136,0.03811,-0.18858
-0.16932,0.64423,0.044462,-0.33455
-0.1827,-0.24891,0.050814,0.68146
-0.18188,-0.27661,0.057166,-0.67019
-0.19951,0.65618,0.063517,0.30711
-0.19894,-0.69074,0.069869,0.21662
-0.19937,0.36268,0.076221,-0.62576
-0.20157,0.15512,0.082572,0.70572
-0.20667,-0.59047,0.088924,-0.41517
-0.17739,0.71503,0.095276,-0.092623
-0.18541,-0.46412,0.10163,0.55063
-0.20334,-0.029682,0.10798,-0.7186
-0.20036,0.5066,0.11433,0.50913
-0.21343,-0.71642,0.12068,-0.033162
-0.22829,0.54983,0.12704,-0.45878
-0.23685,-0.095369,0.13339,0.70855
-0.23086,-0.4076,0.13974,-0.58588
-0.22946,0.69507,0.14609,0.1564
-0.23094,-0.61702,0.15244,0.35352
-0.24136,0.21574,0.15879,-0.67614
-0.24171,0.29704,0.16514,0.64298
-0.22822,-0.65196,0.1715,-0.27288
-0.19794,0.66359,0.17785,-0.23864
-0.21961,-0.32735,0.1842,0.62277
-0.20268,-0.17887,0.19055,-0.67869
-0.21504,0.58886,0.1969,0.37867
-0.21476,-0.68821,0.20325,0.11824
-0.21536,0.42644,0.20961,-0.55058
-0.21111,0.057306,0.21596,0.6921
-0.23112,-0.50829,0.22231,-0.47026
-0.19151,0.69038,0.22866,0.003401
-0.16945,-0.50978,0.23501,0.4624
-0.18242,0.063345,0.24137,-0.68312
-0.17625,0.41336,0.24772,0.5447
-0.18119,-0.67044,0.25407,-0.122
-0.18648,0.57474,0.26042,-0.36164
-0.17732,-0.17886,0.26677,0.65251
-0.1821,-0.30772,0.27312,-0.5997
-0.18965,0.62955,0.27948,0.23343
-0.18172,-0.61941,0.28583,0.25212
-0.17107,0.28525,0.29218,-0.60182
-0.17773,0.19536,0.29853,0.63375
-0.18285,-0.56964,0.30488,-0.33388
-0.20248,0.64267,0.31124,-0.13797
-0.2531,-0.37892,0.31759,0.53337
-0.18922,-0.080497,0.32394,-0.64615
-0.18546,0.49339,0.33029,0.42
-0.16857,-0.64424,0.33664,0.023463
-0.16697,0.4568,0.34299,-0.45012
-0.15852,-0.032603,0.34934,0.63704
-0.15641,-0.40403,0.3557,-0.48904
-0.174,0.6247,0.36205,0.087187
-0.17735,-0.51649,0.3684,0.35559
-0.17864,0.13979,0.37475,-0.60741
-0.17841,0.30531,0.3811,0.53895
-0.1793,-0.58543,0.38745,-0.18995
-0.18094,0.5563,0.39381,-0.25371
-0.18462,-0.23721,0.40016,0.55905
-0.18865,-0.20131,0.40651,-0.56846
-0.17752,0.52861,0.41286,0.28115
-0.16827,-0.5754,0.41921,0.14865
-0.15925,0.32141,0.42557,-0.49449
-0.16686,0.096264,0.43192,0.57715
-0.16753,-0.45711,0.43827,-0.35763
-0.16491,0.5738,0.44462,-0.044693
-0.17694,-0.38952,0.45097,0.41692
-0.16569,0.005544,0.45732,-0.56546
-0.16702,0.3744,0.46368,0.41684
-0.15501,-0.55235,0.47003,-0.053937
-0.15261,0.43937,0.47638,-0.33007
-0.15379,-0.099996,0.48273,0.53469
-0.15337,-0.28443,0.48908,-0.45697
-0.15439,0.51279,0.49543,0.14325
-0.15861,-0.46954,0.50179,0.23805
-0.15371,0.18327,0.50814,-0.48696
-0.16652,0.19146,0.51449,0.47704
-0.16763,-0.45761,0.52084,-0.21964
-0.14909,0.47948,0.52719,-0.14525
-0.15246,-0.25199,0.53355,0.42516
-0.15248,-0.099956,0.5399,-0.47691
-0.14996,0.39006,0.54625,0.27998
-0.15264,-0.46947,0.5526,0.056162
-0.15839,0.30333,0.55895,-0.35283
-0.15994,0.014422,0.5653,0.45733
-0.14174,-0.314,0.57165,-0.32178
-0.15702,0.44071,0.57801,0.024711
-0.17298,-0.33512,0.58436,0.27413
-0.15251,0.060692,0.59071,-0.41989
-0.15383,0.23382,0.59706,0.34318
-0.15879,-0.39518,0.60341,-0.092983
-0.15481,0.34583,0.60977,-0.19369
-0.12986,-0.12105,0.61612,0.36698
-0.12942,-0.15439,0.62247,-0.34296
-0.13168,0.33566,0.62882,0.14436
-0.13566,-0.33449,0.63517,0.11662
-0.13553,0.16235,0.64152,-0.30169
-0.13819,0.081086,0.64788,0.32032
-0.13638,-0.2655,0.65423,-0.17442
-0.13851,0.30033,0.66058,-0.048588
-0.1413,-0.17984,0.66693,0.22757
-0.14457,-0.020016,0.67328,-0.27425
-0.15551,0.18831,0.67963,0.17766
-0.17529,-0.24153,0.68599,-0.003547
-0.1709,0.1664,0.69234,-0.148
-0.19768,-0.020601,0.69869,0.20083
