"u","Points:0","Points:1","Points:2"
-0.8615,0.11263,-0.26238,0.76674
-0.83313,-0.60244,-0.25674,-0.49048
-0.8196,0.77737,-0.2511,-0.045385
-0.86067,-0.54381,-0.24545,0.55986
-0.85607,0.022855,-0.23981,-0.78191
-0.857,0.51244,-0.23417,0.59329
-0.88301,-0.78027,-0.22853,-0.09152
-0.88348,0.63848,-0.22288,-0.46053
-0.83827,-0.16003,-0.21724,0.77241
-0.83687,-0.40454,-0.2116,-0.67897
-0.80085,0.75836,-0.20596,0.22782
-0.79561,-0.71438,-0.20031,0.3449
-0.79867,0.2943,-0.19467,-0.73818
-0.75706,0.28211,-0.18903,0.74438
-0.76057,-0.71202,-0.18339,-0.35892
-0.76668,0.76869,-0.17774,-0.21665
-0.76757,-0.42111,-0.1721,0.68005
-0.73773,-0.14907,-0.16646,-0.78708
-0.72574,0.64251,-0.16082,0.48036
-0.73165,-0.79935,-0.15517,0.079916
-0.74132,0.53614,-0.14953,-0.59968
-0.73965,0.009752,-0.14389,0.80537
-0.7415,-0.55189,-0.13825,-0.58799
-0.76125,0.80507,-0.1326,0.060842
-0.74816,-0.63544,-0.12696,0.49951
-0.77377,0.13128,-0.12132,-0.79842
-0.77391,0.44297,-0.11567,0.6781
-0.77457,-0.78544,-0.11003,-0.20098
-0.77392,0.71558,-0.10439,-0.38272
-0.75698,-0.26936,-0.098746,0.76623
-0.75577,-0.31923,-0.093103,-0.74756
-0.75605,0.74093,-0.087461,0.33585
-0.76142,-0.77376,-0.081818,0.25303
-0.76447,0.3999,-0.076176,-0.70972
-0.77039,0.18465,-0.070533,0.79395
-0.74204,-0.67285,-0.06489,-0.46097
-0.76383,0.80794,-0.059248,-0.11466
-0.74204,-0.51854,-0.053605,0.6306
-0.72167,-0.043626,-0.047962,-0.81561
-0.72247,0.58333,-0.04232,0.57215
-0.72728,-0.81688,-0.036677,-0.027867
-0.72434,0.62135,-0.031034,-0.5314
-0.7258,-0.099229,-0.025392,0.81174
-0.72668,-0.47525,-0.019749,-0.66571
-0.7302,0.80023,-0.014107,0.16987
-0.74568,-0.70488,-0.008464,0.41533
-0.768,0.23922,-0.002821,-0.78242
-0.75769,0.35213,0.002821,0.73852
-0.74908,-0.75848,0.008464,-0.30669
-0.75058,0.76637,0.014107,-0.28617
-0.77654,-0.37174,0.019749,0.72859
-0.76219,-0.21801,0.025392,-0.78819
-0.79781,0.693,0.031034,0.43383
-0.80071,-0.80381,0.036677,0.14818
-0.77597,0.49245,0.04232,-0.65202
-0.75308,0.077287,0.047962,0.81311
-0.73787,-0.60598,0.053605,-0.54712
-0.74691,0.81601,0.059248,-0.005899
-0.75502,-0.5974,0.06489,0.55527
-0.75931,0.065392,0.070533,-0.81251
-0.75358,0.50031,0.076176,0.64289
-0.74288,-0.80264,0.081818,-0.136
-0.73052,0.68322,0.087461,-0.44158
-0.73132,-0.20534,0.093103,0.7865
-0.73033,-0.37955,0.098746,-0.71806
-0.73402,0.76425,0.10439,0.27286
-0.72665,-0.74716,0.11003,0.31476
-0.72994,0.33799,0.11567,-0.73607
-0.72835,0.24774,0.12132,0.77028
-0.74564,-0.70224,0.12696,-0.40021
-0.74628,0.78726,0.1326,-0.17905
-0.73907,-0.45901,0.13825,0.66304
-0.75783,-0.10928,0.14389,-0.79798
-0.72825,0.61882,0.14953,0.51393
-0.78101,-0.80239,0.15517,0.038994
-0.82727,0.56453,0.16082,-0.56997
-0.82967,-0.031217,0.16646,0.80046
-0.79707,-0.51692,0.1721,-0.61041
-0.80292,0.79226,0.17774,0.10077
-0.8067,-0.65121,0.18339,0.46012
-0.77021,0.1691,0.18903,-0.77788
-0.76252,0.40008,0.19467,0.68663
-0.76337,-0.75748,0.20031,-0.23564
-0.78227,0.7164,0.20596,-0.3373
-0.75775,-0.29984,0.2116,0.73126
-0.77888,-0.27233,0.21724,-0.74031
-0.75725,0.69949,0.22288,0.3612
-0.77968,-0.7582,0.22853,0.20573
-0.78977,0.41921,0.23417,-0.66245
-0.78693,0.13806,0.23981,0.76997
-0.81043,-0.62052,0.24545,-0.47343
-0.79281,0.77556,0.2511,-0.069902
-0.75886,-0.52341,0.25674,0.57406
-0.76244,-0.001822,0.26238,-0.77497
-0.77263,0.52352,0.26803,0.56878
-0.79498,-0.76826,0.27367,-0.065604
-0.81453,0.6092,0.27931,-0.46934
-0.81151,-0.13181,0.28495,0.75555
-0.82824,-0.41203,0.2906,-0.64437
-0.8133,0.73699,0.29624,0.19626
-0.82592,-0.67404,0.30188,0.35208
-0.81349,0.25841,0.30752,-0.71279
-0.81201,0.29005,0.31317,0.69801
-0.81603,-0.68323,0.31881,-0.31777
-0.8139,0.71614,0.32445,-0.22648
-0.77821,-0.37385,0.33009,0.64861
-0.7594,-0.16192,0.33574,-0.72834
-0.7952,0.60928,0.34138,0.42621
-0.7993,-0.73457,0.34702,0.096947
-0.74932,0.47445,0.35267,-0.56564
-0.75242,0.032119,0.35831,0.73485
-0.7168,-0.51811,0.36395,-0.5182
-0.76197,0.72925,0.36959,0.032003
-0.76392,-0.55713,0.37523,0.46715
-0.76222,0.094872,0.38088,-0.71788
-0.7631,0.41325,0.38652,0.59097
-0.77307,-0.70093,0.39216,-0.15596
-0.77403,0.6195,0.39781,-0.35692
-0.7564,-0.21474,0.40345,0.67863
-0.7577,-0.2987,0.40909,-0.64253
-0.80554,0.65124,0.41473,0.27075
-0.79176,-0.65994,0.42038,0.23912
-0.7873,0.32352,0.42602,-0.61908
-0.78659,0.17874,0.43166,0.67167
-0.77656,-0.58253,0.4373,-0.37263
-0.7998,0.67769,0.44295,-0.11811
-0.79327,-0.41769,0.44859,0.54196
-0.81987,-0.057781,0.45423,-0.67805
-0.80544,0.49783,0.45987,0.45837
-0.78567,-0.67284,0.46552,-0.0017
-0.77551,0.49437,0.47116,-0.45059
-0.77419,-0.059802,0.4768,0.6622
-0.77041,-0.40073,0.48245,-0.52543
-0.76055,0.64632,0.48809,0.11601
-0.77177,-0.55137,0.49373,0.34878
-0.77531,0.16983,0.49937,-0.62546
-0.78448,0.29525,0.50502,0.57202
-0.78904,-0.59991,0.51066,-0.22081
-0.79547,0.5873,0.5163,-0.24069
-0.78668,-0.2685,0.52194,0.57
-0.79698,-0.18565,0.52759,-0.59717
-0.79621,0.53612,0.53323,0.31251
-0.79071,-0.60163,0.53887,0.13068
-0.78678,0.35248,0.54451,-0.49868
-0.7867,0.076308,0.55016,0.60077
-0.79321,-0.45813,0.5558,-0.3881
-0.78961,0.5947,0.56144,-0.023088
-0.83948,-0.4191,0.56709,0.41496
-0.81176,0.028465,0.57273,-0.5836
-0.79494,0.36966,0.57837,0.44526
-0.7987,-0.56771,0.58401,-0.077845
-0.81045,0.46642,0.58965,-0.32278
-0.82473,-0.12457,0.5953,0.54729
-0.80937,-0.27484,0.60094,-0.48245
-0.80444,0.52267,0.60658,0.1682
-0.79857,-0.4933,0.61223,0.2264
-0.81361,0.20831,0.61787,-0.49423
-0.8189,0.17804,0.62351,0.49896
-0.84976,-0.46239,0.62915,-0.24451
-0.82473,0.49947,0.6348,-0.13031
-0.81222,-0.27646,0.64044,0.42758
-0.81373,-0.083776,0.64608,-0.49496
-0.80913,0.39031,0.65172,0.30386
-0.80045,-0.48556,0.65737,0.038993
-0.79502,0.32645,0.66301,-0.3511
-0.81226,-0.003492,0.66865,0.4715
-0.80231,-0.31049,0.6743,-0.34401
-0.78843,0.45304,0.67994,0.043143
-0.7737,-0.35638,0.68558,0.26906
-0.77616,0.07944,0.69122,-0.43049
-0.79004,0.22742,0.69687,0.36343
-0.7817,-0.40421,0.70251,-0.11188
-0.76657,0.36507,0.70815,-0.18619
-0.79697,-0.13996,0.71379,0.37461
-0.80193,-0.14601,0.71944,-0.36127
-0.79066,0.34212,0.72508,0.1632
-0.81546,-0.352,0.73072,0.10755
-0.81162,0.1811,0.73636,-0.30723
-0.81422,0.071528,0.74201,0.33724
-0.80814,-0.27044,0.74765,-0.19314
-0.81059,0.31698,0.75329,-0.038691
-0.81686,-0.19872,0.75893,0.23227
-0.82981,-0.00988,0.76458,-0.29111
-0.84198,0.19324,0.77022,0.19708
-0.84027,-0.25936,0.77586,-0.013918
-0.82882,0.18712,0.7815,-0.15381
-0.86733,-0.031401,0.78715,0.22098
-0.86006,-0.11428,0.79279,-0.16687
-0.86544,0.17403,0.79843,0.040507
-0.8323,-0.13181,0.80408,0.074238
-0.79374,0.036504,0.80972,-0.11156
-0.84872,0.028016,0.81536,0.061837
-0.87602,0.030256,-0.84576,-0.060763
-0.83081,0.032397,-0.84033,0.11282
-0.86079,-0.12902,-0.83489,-0.079019
-0.8722,0.17544,-0.82945,-0.034121
-0.80394,-0.12035,-0.82401,0.16264
-0.83904,-0.023306,-0.81857,-0.22209
-0.91774,0.18148,-0.81313,0.16066
-0.85651,-0.25989,-0.80769,0.004423
-0.84724,0.2005,-0.80225,-0.19005
-0.92226,-0.020544,-0.79681,0.29085
-0.9275,-0.1903,-0.79137,-0.23966
-0.93823,0.31575,-0.78594,0.050326
-0.9645,-0.27771,-0.7805,0.18337
-0.93543,0.083946,-0.77506,-0.33491
-0.92646,0.17002,-0.76962,0.31418
-0.95824,-0.34845,-0.76418,-0.12057
-0.9654,0.34854,-0.75874,-0.15086
-0.92149,-0.15945,-0.7533,0.35642
-0.92253,-0.12644,-0.74786,-0.38032
-0.92538,0.35886,-0.74242,0.19989
-0.88213,-0.40905,-0.73699,0.097254
-0.92746,0.2412,-0.73155,-0.3558
-0.93584,0.063812,-0.72611,0.43431
-0.94262,-0.3473,-0.72067,-0.28274
-0.94438,0.4557,-0.71523,-0.026619
-0.93825,-0.3239,-0.70979,0.33349
-0.93894,0.013808,-0.70435,-0.47289
-0.94155,0.31448,-0.69891,0.36408
-0.93985,-0.48557,-0.69347,-0.056938
-0.93196,0.40269,-0.68803,-0.29048
-0.93153,-0.10223,-0.6826,0.4935
-0.93375,-0.2617,-0.67716,-0.4392
-0.93432,0.49647,-0.67172,0.14913
-0.92796,-0.4731,-0.66628,0.22843
-0.93901,0.19707,-0.66084,-0.49435
-0.94279,0.19098,-0.6554,0.50389
-0.94867,-0.48704,-0.64996,-0.24549
-0.95034,0.53113,-0.64452,-0.14972
-0.94651,-0.29382,-0.63908,0.47452
-0.90449,-0.10503,-0.63364,-0.55443
-0.90279,0.4568,-0.62821,0.3415
-0.90123,-0.57341,-0.62277,0.057346
-0.89578,0.38796,-0.61733,-0.43396
-0.94017,0.007136,-0.61189,0.58777
-0.94366,-0.40613,-0.60645,-0.43267
-0.93978,0.59723,-0.60101,0.045115
-0.93244,-0.4751,-0.59557,0.3735
-0.92829,0.098894,-0.59013,-0.60157
-1.0147,0.33629,-0.58469,0.51475
-1.0306,-0.60065,-0.57925,-0.15367
-1.0346,0.55114,-0.57381,-0.29479
-1.0382,-0.20891,-0.56838,0.59433
-1.0158,-0.24934,-0.56294,-0.58383
-1.0168,0.58258,-0.5575,0.26405
-0.95537,-0.61241,-0.55206,0.20029
-0.94994,0.31855,-0.54662,-0.56538
-0.93981,0.14806,-0.54118,0.6365
-0.94873,-0.5428,-0.53574,-0.37185
-0.88143,0.65577,-0.5303,-0.093086
-0.87612,-0.42341,-0.52486,0.51494
-0.92081,-0.035856,-0.51942,-0.66995
-0.89818,0.48197,-0.51399,0.47271
-0.96082,-0.6788,-0.50855,-0.023134
-0.93124,0.51922,-0.50311,-0.44409
-0.90976,-0.083362,-0.49767,0.68213
-0.91679,-0.40157,-0.49223,-0.56247
-0.91817,0.67981,-0.48679,0.14429
-0.90879,-0.60199,-0.48135,0.35473
-0.91911,0.20536,-0.47591,-0.67176
-0.91615,0.30391,-0.47047,0.63735
-0.88061,-0.65795,-0.46503,-0.26602
-0.9035,0.66816,-0.4596,-0.24952
-0.90476,-0.32571,-0.45416,0.63842
-0.87814,-0.19199,-0.44872,-0.69406
-0.85162,0.61325,-0.44328,0.38387
-0.83813,-0.71474,-0.43784,0.13179
-0.83755,0.43997,-0.4324,-0.58257
-0.93125,0.069406,-0.42696,0.72994
-0.90545,-0.54658,-0.42152,-0.49346
-0.91098,0.73944,-0.41608,-0.00537
-0.89899,-0.54384,-0.41065,0.50551
-0.89342,0.05978,-0.40521,-0.74308
-0.88661,0.45966,-0.39977,0.59061
-0.89001,-0.74073,-0.39433,-0.12549
-0.88567,0.63333,-0.38889,-0.40936
-0.91363,-0.19118,-0.38345,0.73235
-0.90925,-0.355,-0.37801,-0.67157
-0.90819,0.71793,-0.37257,0.25629
-0.9018,-0.70494,-0.36713,0.297
-0.9688,0.32026,-0.36169,-0.69752
-0.96668,0.2358,-0.35625,0.73308
-0.94091,-0.67123,-0.35082,-0.3825
-0.97119,0.75571,-0.34538,-0.1719
-0.97745,-0.44248,-0.33994,0.6392
-0.95552,-0.10582,-0.3345,-0.77255
-0.95522,0.60166,-0.32906,0.49965
-0.94017,-0.78342,-0.32362,0.038097
-0.94745,0.5535,-0.31818,-0.55886
-0.86029,-0.030711,-0.31274,0.78815
-0.85043,-0.51112,-0.3073,-0.60353
-0.93249,0.78664,-0.30187,0.10003
-0.91968,-0.64929,-0.29643,0.45879
-0.91593,0.16928,-0.29099,-0.77884
-0.92003,0.40227,-0.28555,0.69034
-0.92872,-0.76477,-0.28011,-0.23788
-0.92773,0.72631,-0.27467,-0.34199
-0.91501,-0.30524,-0.26923,0.74449
-0.92279,-0.27844,-0.26379,-0.75684
-0.91015,0.71812,-0.25835,0.37079
-0.92265,-0.78164,-0.25291,0.21212
-0.91817,0.43397,-0.24747,-0.68582
-0.88198,0.14356,-0.24204,0.80046
-0.83376,-0.64783,-0.2366,-0.49423
-0.81584,0.81309,-0.23116,-0.073311
-0.79288,-0.55105,-0.22572,0.60442
-0.82103,-0.001953,-0.22028,-0.81939
-0.8224,0.55591,-0.21484,0.60394
-0.85388,-0.81926,-0.2094,-0.069933
-0.85307,0.65242,-0.20396,-0.50267
-0.87386,-0.14175,-0.19852,0.81266
-0.87283,-0.44512,-0.19308,-0.69607
-0.83633,0.79962,-0.18765,0.21291
-0.83617,-0.73451,-0.18221,0.3837
-0.83952,0.28282,-0.17677,-0.78019
-0.87202,0.31891,-0.17133,0.76738
-0.87644,-0.75451,-0.16589,-0.35089
-0.87559,0.79439,-0.16045,-0.25125
-0.86936,-0.41655,-0.15501,0.72276
-0.85461,-0.18128,-0.14957,-0.81529
-0.83086,0.68517,-0.14413,0.47927
-0.83511,-0.82987,-0.1387,0.10955
-0.85409,0.53849,-0.13326,-0.64203
-0.85747,0.036655,-0.12782,0.838
-0.86097,-0.59366,-0.12238,-0.59373
-0.86722,0.83958,-0.11694,0.036818
-0.87947,-0.64452,-0.1115,0.54045
-0.85491,0.11027,-0.10606,-0.83458
-0.85675,0.48282,-0.10062,0.69042
-0.8453,-0.82301,-0.095183,-0.18309
-0.8448,0.73105,-0.089744,-0.42123
-0.86223,-0.25469,-0.084305,0.80496
-0.86221,-0.35616,-0.078866,-0.76607
-0.85276,0.78054,-0.073427,0.32448
-0.85491,-0.79516,-0.067988,0.28814
-0.86779,0.39188,-0.062549,-0.74996
-0.86651,0.21773,-0.05711,0.81808
-0.84381,-0.71345,-0.051671,-0.45634
-0.85745,0.83464,-0.046232,-0.14549
-0.86806,-0.51733,-0.040793,0.67129
-0.85707,-0.072008,-0.035354,-0.84468
-0.85971,0.62383,-0.029915,0.57434
-0.86237,-0.84813,-0.024476,-0.002116
-0.85606,0.62692,-0.019037,-0.57144
-0.85939,-0.076278,-0.013598,0.84494
-0.85997,-0.51455,-0.008159,-0.67461
-0.85809,0.83514,-0.00272,0.14987
-0.85948,-0.71704,0.00272,0.45362
-0.89115,0.2223,0.008159,-0.8188
-0.89051,0.38914,0.013598,0.75386
-0.87873,-0.79607,0.019037,-0.29298
-0.88091,0.78477,0.024476,-0.32165
-0.89343,-0.36132,0.029915,0.76713
-0.88469,-0.2517,0.035354,-0.80952
-0.90094,0.73221,0.040793,0.42677
-0.90372,-0.82792,0.046232,0.17985
-0.86973,0.48881,0.051671,-0.69161
-0.85135,0.1067,0.05711,0.83981
-0.83731,-0.64566,0.062549,-0.54693
-0.8526,0.84512,0.067988,-0.032836
-0.85952,-0.60066,0.073427,0.59476
-0.86167,0.041129,0.078866,-0.84381
-0.86305,0.53932,0.084305,0.64958
-0.85008,-0.83591,0.089744,-0.11459
-0.83522,0.69329,0.095183,-0.47981
-0.83604,-0.18696,0.10062,0.82149
-0.83376,-0.41672,0.10606,-0.73145
-0.84446,0.8007,0.1115,0.25765
-0.84022,-0.76377,0.11694,0.35057
-0.85127,0.32607,0.12238,-0.77371
-0.8498,0.28192,0.12782,0.79001
-0.84468,-0.74077,0.13326,-0.39169
-0.84526,0.80995,0.1387,-0.21134
-0.85209,-0.45398,0.14413,0.70218
-0.85182,-0.13941,0.14957,-0.82348
-0.83055,0.65826,0.15501,0.51243
-0.80465,-0.8305,0.16045,0.066719
-0.85529,0.56659,0.16589,-0.60941
-0.85831,-0.006127,0.17133,0.83099
-0.83657,-0.55604,0.17677,-0.61603
-0.81398,0.82496,0.18221,0.078534
-0.8216,-0.66038,0.18765,0.49861
-0.86891,0.14991,0.19308,-0.81251
-0.85622,0.43762,0.19852,0.69929
-0.85687,-0.79377,0.20396,-0.21967
-0.86218,0.73247,0.2094,-0.37358
-0.84699,-0.28725,0.21484,0.76893
-0.86151,-0.30705,0.22028,-0.75969
-0.86472,0.73823,0.22572,0.35212
-0.87788,-0.78075,0.23116,0.23858
-0.90046,0.41375,0.2366,-0.70197
-0.90046,0.16875,0.24204,0.79553
-0.91669,-0.66047,0.24747,-0.47165
-0.91262,0.80394,0.25291,-0.098158
-0.88151,-0.52538,0.25835,0.61413
-0.90298,-0.027378,0.26379,-0.80597
-0.91478,0.56335,0.26923,0.57452
-0.91614,-0.80164,0.27467,-0.042994
-0.94341,0.6187,0.28011,-0.50861
-0.94082,-0.11238,0.28555,0.79105
-0.97093,-0.45037,0.29099,-0.65759
-0.94142,0.77433,0.29643,0.18021
-0.95063,-0.69091,0.30187,0.38917
-0.93527,0.24592,0.3073,-0.75167
-0.9354,0.32553,0.31274,0.71843
-0.93508,-0.72333,0.31818,-0.309
-0.9346,0.73999,0.32362,-0.26001
-0.83284,-0.36894,0.32906,0.68959
-0.90395,-0.19319,0.3345,-0.75546
-0.95954,0.65078,0.33994,0.42526
-0.96626,-0.76476,0.34538,0.12563
-0.91204,0.47753,0.35082,-0.6073
-0.90411,0.057921,0.35625,0.76789
-0.89246,-0.55956,0.36169,-0.52535
-0.88981,0.76489,0.36713,0.009372
-0.87322,-0.56837,0.37257,0.50801
-0.87596,0.075677,0.37801,-0.75585
-0.88001,0.45313,0.38345,0.60627
-0.90031,-0.74092,0.38889,-0.14044
-0.90262,0.6388,0.39433,-0.39544
-0.88871,-0.20313,0.39977,0.72031
-0.8932,-0.33546,0.40521,-0.66573
-0.94257,0.69427,0.41065,0.26323
-0.89965,-0.68692,0.41608,0.27375
-0.90024,0.32026,0.42152,-0.66308
-0.89937,0.21086,0.42696,0.70226
-0.89227,-0.6271,0.4324,-0.37376
-0.90325,0.7117,0.43784,-0.14735
-0.89054,-0.42332,0.44328,0.58671
-0.95592,-0.083787,0.44872,-0.71523
-0.96445,0.54233,0.45416,0.46856
-0.92145,-0.71293,0.4596,0.020736
-0.90711,0.50915,0.46503,-0.49441
-0.90614,-0.041255,0.47047,0.7049
-0.90428,-0.44342,0.47591,-0.5448
-0.91538,0.6913,0.48135,0.10165
-0.91729,-0.57528,0.48679,0.38989
-0.90127,0.15994,0.49223,-0.67235
-0.89548,0.33433,0.49767,0.60039
-0.92631,-0.64832,0.50311,-0.21562
-0.92878,0.62001,0.50855,-0.27729
-0.92496,-0.26824,0.51399,0.61951
-0.93143,-0.21932,0.51942,-0.63405
-0.93525,0.58628,0.52486,0.31736
-0.93165,-0.64249,0.5303,0.16097
-0.92675,0.3626,0.53574,-0.54902
-0.92707,0.10279,0.54118,0.64536
-0.93326,-0.50817,0.54662,-0.40361
-0.92786,0.64273,0.55206,-0.045328
-0.87111,-0.44008,0.5575,0.46417
-0.9202,0.010874,0.56294,-0.63475
-0.91059,0.41753,0.56838,0.47175
-0.91383,-0.62161,0.57381,-0.065301
-0.91966,0.49842,0.57925,-0.36874
-0.9252,-0.11745,0.58469,0.60354
-0.91966,-0.31836,0.59013,-0.51992
-0.91243,0.58084,0.59557,0.16686
-0.93862,-0.53617,0.60101,0.26691
-0.91992,0.21308,0.60645,-0.55384
-0.91711,0.21494,0.61189,0.5471
-0.91093,-0.52292,0.61733,-0.25571
-0.92144,0.55273,0.62277,-0.16303
-0.91392,-0.29438,0.62821,0.48849
-0.96563,-0.11171,0.63364,-0.55312
-0.96395,0.45101,0.63908,0.32877
-0.94297,-0.54839,0.64452,0.061532
-0.94521,0.35858,0.64996,-0.41097
-0.94024,0.013039,0.6554,0.53871
-0.91909,-0.36887,0.66084,-0.3836
-0.91162,0.5243,0.66628,0.033253
-0.91699,-0.40364,0.67172,0.32527
-0.91279,0.076844,0.67716,-0.50545
-0.93919,0.28071,0.6826,0.41856
-0.8996,-0.48248,0.68803,-0.11726
-0.86718,0.42829,0.69347,-0.23577
-0.84198,-0.15405,0.69891,0.45576
-0.85709,-0.19104,0.70435,-0.4328
-0.8384,0.42571,0.70979,0.1868
-0.85818,-0.43212,0.71523,0.14712
-0.87406,0.21511,0.72067,-0.3928
-0.88416,0.1046,0.72611,0.42632
-0.88081,-0.35752,0.73155,-0.23864
-0.87031,0.41554,0.73699,-0.064106
-0.8749,-0.25704,0.74242,0.32041
-0.88617,-0.026244,0.74786,-0.39992
-0.89373,0.28204,0.7533,0.27003
-0.89619,-0.37969,0.75874,-0.008358
-0.87509,0.2773,0.76418,-0.24302
-0.88419,-0.039055,0.76962,0.35509
-0.89012,-0.204,0.77506,-0.27856
-0.89196,0.32635,0.7805,0.065164
-0.90359,-0.27349,0.78594,0.16563
-0.94358,0.08593,0.79137,-0.29371
-0.95491,0.12866,0.79681,0.26165
-0.921,-0.25734,0.80225,-0.10045
-0.91297,0.24238,0.80769,-0.093864
-0.9157,-0.10753,0.81313,0.21721
-0.91778,-0.062129,0.81857,-0.2145
-0.89346,0.17278,0.82401,0.10527
-0.91325,-0.17536,0.82945,0.034525
-0.94875,0.089716,0.83489,-0.12182
-0.94848,0.012519,0.84033,0.11671
-0.85837,-0.050928,0.84576,-0.044876
-0.85931,0.040889,-0.87616,-0.054146
-0.84523,0.011111,-0.87092,0.11682
-0.83968,-0.11228,-0.86567,-0.10136
-0.85936,0.1787,-0.86042,-0.001303
-0.83462,-0.14819,-0.85518,0.13776
-0.86784,0.017903,-0.84993,-0.22263
-0.90151,0.14891,-0.84469,0.19131
-0.85791,-0.25637,-0.83944,-0.043422
-0.84426,0.23212,-0.83419,-0.15004
-0.92921,-0.073682,-0.82895,0.28229
-0.9365,-0.14313,-0.8237,-0.27074
-0.9529,0.30138,-0.81845,0.10758
-0.96654,-0.30698,-0.81321,0.12934
-0.93107,0.14421,-0.80796,-0.31412
-0.92087,0.10953,-0.80271,0.34047
-0.94824,-0.32078,-0.79747,-0.18279
-0.95213,0.37086,-0.79222,-0.084372
-0.92436,-0.22258,-0.78697,0.32156
-0.92257,-0.054494,-0.78173,-0.39774
-0.92598,0.31659,-0.77648,0.2629
-0.89784,-0.42077,-0.77123,0.020475
-0.9197,0.30309,-0.76599,-0.30605
-0.94477,-0.017115,-0.76074,0.4396
-0.94779,-0.29011,-0.7555,-0.34254
-0.94898,0.45394,-0.75025,0.05771
-0.94345,-0.38064,-0.745,0.26898
-0.94682,0.10074,-0.73976,-0.46355
-0.94495,0.24292,-0.73451,0.41684
-0.9465,-0.46823,-0.72926,-0.14562
-0.94449,0.4506,-0.72402,-0.21219
-0.94344,-0.19179,-0.71877,0.46782
-0.94262,-0.17714,-0.71352,-0.48143
-0.94341,0.46223,-0.70828,0.23865
-0.91595,-0.50886,-0.70303,0.13811
-0.92112,0.28563,-0.69778,-0.45142
-0.92611,0.095515,-0.69254,0.53248
-0.92851,-0.4354,-0.68729,-0.33215
-0.93909,0.55191,-0.68204,-0.04978
-0.93458,-0.37764,-0.6768,0.41424
-0.94409,-0.001369,-0.67155,-0.56682
-0.94507,0.38806,-0.66631,0.42156
-0.94333,-0.57693,-0.66106,-0.049228
-0.88955,0.46336,-0.65581,-0.35703
-0.89294,-0.1015,-0.65057,0.58201
-0.8919,-0.32138,-0.64532,-0.50254
-0.8926,0.58187,-0.64007,0.15491
-0.87988,-0.5386,-0.63483,0.28138
-0.92586,0.20893,-0.62958,-0.57641
-0.93068,0.23735,-0.62433,0.57109
-0.96886,-0.56554,-0.61909,-0.26299
-0.96796,0.59958,-0.61384,-0.18966
-0.96817,-0.31654,-0.60859,0.54926
-1.0091,-0.1387,-0.60335,-0.6237
-1.0086,0.5276,-0.5981,0.36902
-0.99079,-0.6431,-0.59285,0.084916
-0.98895,0.4199,-0.58761,-0.50067
-0.97208,0.02878,-0.58236,0.65749
-0.97481,-0.46861,-0.57711,-0.46863
-0.96972,0.66662,-0.57187,0.029212
-0.96389,-0.51469,-0.56662,0.43162
-0.95849,0.088539,-0.56138,-0.67029
-0.89912,0.38996,-0.55613,0.5576
-0.89977,-0.66835,-0.55088,-0.14866
-0.91286,0.59687,-0.54563,-0.34394
-0.92316,-0.20903,-0.54039,0.66072
-0.89618,-0.29389,-0.53514,-0.63208
-0.8972,0.64736,-0.5299,0.26909
-0.8471,-0.66281,-0.52465,0.24021
-0.84145,0.32827,-0.5194,-0.62827
-0.81989,0.18332,-0.51416,0.6887
-0.83408,-0.60355,-0.50891,-0.38602
-0.9154,0.70943,-0.50366,-0.12369
-0.88829,-0.44179,-0.49842,0.5733
-0.89977,-0.061805,-0.49317,-0.72473
-0.8615,0.53772,-0.48792,0.49503
-0.84938,-0.73436,-0.48268,-0.001809
-0.86155,0.54525,-0.47743,-0.49703
-0.89373,-0.066614,-0.47218,0.73816
-0.90709,-0.45151,-0.46694,-0.59193
-0.91088,0.73598,-0.46169,0.13205
-0.90438,-0.63461,-0.45645,0.40149
-0.90769,0.19756,-0.4512,-0.72777
-0.90564,0.34736,-0.44595,0.67286
-0.92974,-0.71352,-0.44071,-0.26257
-0.90973,0.70628,-0.43546,-0.28951
-0.91132,-0.32649,-0.43021,0.69324
-0.93437,-0.2284,-0.42497,-0.73451
-0.91752,0.66706,-0.41972,0.38877
-0.91115,-0.75724,-0.41447,0.16452
-0.91512,0.44884,-0.40923,-0.6351
-0.88748,0.098387,-0.40398,0.7742
-0.90386,-0.59757,-0.39873,-0.50615
-0.90785,0.78518,-0.39349,-0.030532
-0.88723,-0.56019,-0.38824,0.55473
-0.87723,0.038481,-0.38299,-0.79
-0.8744,0.50687,-0.37775,0.61045
-0.87555,-0.78856,-0.3725,-0.10808
-0.87144,0.65647,-0.36726,-0.45436
-0.91245,-0.17768,-0.36201,0.7808
-0.90644,-0.39757,-0.35676,-0.6978
-0.89421,0.76671,-0.35151,0.24668
-0.88768,-0.73405,-0.34627,0.33696
-0.8318,0.31452,-0.34102,-0.74636
-0.82773,0.27298,-0.33578,0.76486
-0.81262,-0.71984,-0.33053,-0.38059
-0.83378,0.78992,-0.32528,-0.20614
-0.83588,-0.44434,-0.32004,0.68732
-0.80458,-0.13698,-0.31479,-0.80896
-0.80193,0.64902,-0.30954,0.5052
-0.7888,-0.82177,-0.3043,0.066045
-0.79138,0.56264,-0.29905,-0.6052
-0.83363,-0.00608,-0.2938,0.8282
-0.82393,-0.55619,-0.28856,-0.61616
-0.86764,0.82813,-0.28331,0.078808
-0.87779,-0.66528,-0.27806,0.50235
-0.87917,0.15154,-0.27282,-0.82151
-0.87959,0.44408,-0.26757,0.70955
